Time,Roll,Pitch,Data,Yaw,x,y,z,roll,pitch,yaw
"7.548 sec",-0.1695735,0.04199373,1.62777,-0.5,4.5751690864563,12.2002553939819,-8.66814422607422,1.025847,0.1105643,-0.05816453
"7.549 sec",-0.1686973,0.04168226,1.636343,-0.5,4.57412767410278,12.2010374069214,-8.66824817657471,1.025348,0.1094729,-0.05982681
"7.55 sec",-0.1677458,0.04135293,1.645738,-0.5,4.57308626174927,12.2018175125122,-8.66834926605225,1.024849,0.1082837,-0.06165626
"7.551 sec",-0.1667969,0.04102542,1.655213,-0.5,4.57204532623291,12.2025966644287,-8.66844940185547,1.024351,0.1070101,-0.06362558
"7.552 sec",-0.165853,0.04070031,1.664748,-0.5,4.57100391387939,12.2033758163452,-8.66854858398438,1.023852,0.1056645,-0.06570993
"7.553 sec",-0.1648466,0.04036078,1.675021,-0.5,4.56996250152588,12.2041530609131,-8.66864490509033,1.023354,0.1042579,-0.06788685
"7.554 sec",-0.1638525,0.04002552,1.685296,-0.5,4.56892108917236,12.2049293518066,-8.66874027252197,1.022855,0.1028006,-0.07013599
"7.555 sec",-0.1628719,0.03969482,1.695556,-0.5,4.56787967681885,12.2057046890259,-8.6688346862793,1.022357,0.1013016,-0.0724389
"7.556 sec",-0.1618722,0.03936057,1.70614,-0.5,4.56683874130249,12.2064781188965,-8.66892719268799,1.021859,0.09976937,-0.0747791
"7.557 sec",-0.1608566,0.0390236,1.717024,-0.5,4.56579732894897,12.2072515487671,-8.66901779174805,1.021361,0.09821127,-0.07714175
"7.558 sec",-0.1598605,0.03869265,1.727838,-0.5,4.56475639343262,12.2080240249634,-8.66910743713379,1.020863,0.09663413,-0.07951355
"7.559 sec",-0.158884,0.03836769,1.738574,-0.5,4.56371545791626,12.208794593811,-8.66919612884521,1.020365,0.09504402,-0.08188263
"7.56 sec",-0.1578957,0.03804103,1.749572,-0.5,4.56267499923706,12.2095651626587,-8.66928291320801,1.019867,0.09344643,-0.08423854
"7.561 sec",-0.156929,0.03772077,1.76047,-0.5,4.56163454055786,12.2103338241577,-8.66936874389648,1.019369,0.09184628,-0.08657198
"7.562 sec",-0.1560143,0.03741433,1.770917,-0.5,4.56059408187866,12.2111015319824,-8.66945457458496,1.018871,0.09024796,-0.08887484
"7.563 sec",-0.1550575,0.03709874,1.781967,-0.5,4.55955410003662,12.2118682861328,-8.66953754425049,1.018373,0.0886554,-0.09114007
"7.564 sec",-0.1541532,0.03679698,1.792549,-0.5,4.55851459503174,12.2126340866089,-8.66962051391602,1.017874,0.08707213,-0.09336154
"7.565 sec",-0.1532688,0.03650112,1.803022,-0.5,4.55747509002686,12.2133989334106,-8.66970252990723,1.017376,0.08550121,-0.09553398
"7.566 sec",-0.1524038,0.03621096,1.813389,-0.5,4.55643606185913,12.2141618728638,-8.66978359222412,1.016878,0.0839454,-0.09765296
"7.567 sec",-0.1515576,0.03592631,1.823649,-0.5,4.55539751052856,12.2149248123169,-8.6698637008667,1.01638,0.08240712,-0.09971479
"7.568 sec",-0.1507297,0.03564704,1.833804,-0.5,4.554358959198,12.2156858444214,-8.66994285583496,1.015881,0.08088848,-0.1017164
"7.569 sec",-0.1499478,0.03537974,1.84351,-0.5,4.55332136154175,12.2164459228516,-8.67002201080322,1.015383,0.07939132,-0.1036553
"7.57 sec",-0.1491533,0.03511034,1.853472,-0.5,4.5522837638855,12.2172050476074,-8.67009925842285,1.014884,0.07791723,-0.1055297
"7.571 sec",-0.1484035,0.03485248,1.862984,-0.5,4.55124664306641,12.2179622650146,-8.67017650604248,1.014386,0.07646757,-0.1073381
"7.572 sec",-0.1476957,0.03460547,1.872064,-0.5,4.55020999908447,12.2187194824219,-8.67025375366211,1.013887,0.07504351,-0.1090796
"7.573 sec",-0.1469726,0.03435566,1.881425,-0.5,4.5491738319397,12.2194747924805,-8.67032909393311,1.013388,0.07364599,-0.1107535
"7.574 sec",-0.1462903,0.03411632,1.890355,-0.5,4.54813814163208,12.2202301025391,-8.6704044342041,1.01289,0.07227584,-0.1123598
"7.575 sec",-0.1456462,0.03388674,1.898875,-0.5,4.54710340499878,12.220983505249,-8.6704797744751,1.012391,0.07093368,-0.1138984
"7.576 sec",-0.1450114,0.03366012,1.907348,-0.5,4.54606866836548,12.2217350006104,-8.67055416107178,1.011892,0.06962001,-0.1153698
"7.577 sec",-0.144412,0.03344253,1.915429,-0.5,4.54503488540649,12.2224864959717,-8.67062854766846,1.011393,0.06833521,-0.1167746
"7.578 sec",-0.143846,0.03323342,1.923134,-0.5,4.54400157928467,12.2232360839844,-8.67070293426514,1.010894,0.06707956,-0.1181136
"7.579 sec",-0.1432851,0.03302617,1.930831,-0.5,4.54296875,12.2239856719971,-8.6707763671875,1.010394,0.06585322,-0.1193881
"7.58 sec",-0.1427297,0.03282082,1.938514,-0.5,4.54193687438965,12.2247333526611,-8.67084884643555,1.009895,0.06465625,-0.1205991
"7.581 sec",-0.1422307,0.0326292,1.94549,-0.5,4.54090547561646,12.2254791259766,-8.67092227935791,1.009396,0.06348864,-0.1217481
"7.582 sec",-0.141734,0.03243868,1.952485,-0.5,4.53987455368042,12.226224899292,-8.67099475860596,1.008897,0.06235029,-0.1228365
"7.583 sec",-0.1412897,0.03226087,1.958806,-0.5,4.5388445854187,12.2269687652588,-8.67106819152832,1.008397,0.06124105,-0.1238659
"7.584 sec",-0.1408444,0.03208333,1.965179,-0.5,4.5378155708313,12.2277126312256,-8.67114067077637,1.007898,0.06016072,-0.124838
"7.585 sec",-0.1404234,0.03191187,1.971255,-0.5,4.5367865562439,12.2284545898438,-8.67121315002441,1.007398,0.05910904,-0.1257546
"7.586 sec",-0.1400005,0.03174045,1.977393,-0.5,4.53575897216797,12.2291955947876,-8.67128467559814,1.006899,0.05808568,-0.1266174
"7.587 sec",-0.1396248,0.03158035,1.982901,-0.5,4.5347318649292,12.2299346923828,-8.67135715484619,1.006399,0.0570903,-0.1274284
"7.588 sec",-0.1392696,0.03142533,1.988149,-0.5,4.53370523452759,12.230673789978,-8.67142963409424,1.0059,0.0561225,-0.1281893
"7.589 sec",-0.1389333,0.03127503,1.993154,-0.5,4.53268003463745,12.2314109802246,-8.67150211334229,1.0054,0.05518187,-0.1289021
"7.59 sec",-0.1386145,0.03112908,1.997931,-0.5,4.53165483474731,12.2321472167969,-8.67157459259033,1.0049,0.05426797,-0.1295687
"7.591 sec",-0.1383125,0.03098734,2.002487,-0.5,4.53063106536865,12.2328824996948,-8.67164707183838,1.004401,0.05338033,-0.1301909
"7.592 sec",-0.138026,0.03084944,2.00684,-0.5,4.52960777282715,12.2336158752441,-8.67171955108643,1.003901,0.05251848,-0.1307707
"7.593 sec",-0.1377546,0.03071524,2.010993,-0.5,4.52858543395996,12.2343492507935,-8.67179203033447,1.003401,0.05168191,-0.1313101
"7.594 sec",-0.137497,0.03058447,2.01496,-0.5,4.52756404876709,12.2350807189941,-8.67186450958252,1.002902,0.05087011,-0.1318107
"7.595 sec",-0.1372526,0.03045699,2.018747,-0.5,4.52654314041138,12.2358112335205,-8.67193698883057,1.002402,0.05008254,-0.1322745
"7.596 sec",-0.137044,0.03033778,2.022023,-0.5,4.52552318572998,12.2365407943726,-8.67201042175293,1.001902,0.04931867,-0.1327031
"7.597 sec",-0.1368457,0.03022114,2.025158,-0.5,4.52450466156006,12.237268447876,-8.67208385467529,1.001402,0.04857797,-0.1330985
"7.598 sec",-0.136657,0.03010686,2.028158,-0.5,4.52348613739014,12.2379961013794,-8.67215728759766,1.000902,0.0478599,-0.1334624
"7.599 sec",-0.1364772,0.02999479,2.031035,-0.5,4.52246904373169,12.2387218475342,-8.67223072052002,1.000402,0.04716391,-0.1337963
"7.6 sec",-0.09970266,0.02179481,2.776445,-0.5,4.52145290374756,12.2394466400146,-8.6723051071167,0.9999025,0.04648945,-0.1341021
"7.601 sec",-0.09971356,0.02174481,2.776444,-0.5,4.52043724060059,12.2401704788208,-8.67237949371338,0.9994026,0.04582276,-0.1343213
"7.602 sec",-0.0997244,0.02169481,2.776444,-0.5,4.51942300796509,12.2408924102783,-8.67245864868164,0.9989027,0.04515218,-0.1344049
"7.603 sec",-0.09973524,0.02164479,2.776444,-0.5,4.51841020584106,12.2416133880615,-8.67254161834717,0.9984028,0.04448018,-0.1343675
"7.604 sec",-0.09974604,0.02159477,2.776445,-0.5,4.51739835739136,12.2423324584961,-8.67262840270996,0.9979028,0.04380899,-0.1342228
"7.605 sec",-0.09975684,0.02154473,2.776445,-0.5,4.51638793945312,12.243049621582,-8.67271900177002,0.9974027,0.04314055,-0.133983
"7.606 sec",-0.09976759,0.02149468,2.776445,-0.5,4.51537895202637,12.2437658309937,-8.67281436920166,0.9969026,0.04247658,-0.1336593
"7.607 sec",-0.09977832,0.02144463,2.776445,-0.5,4.51437091827393,12.2444801330566,-8.67291259765625,0.9964024,0.0418186,-0.1332622
"7.608 sec",-0.09978905,0.02139456,2.776445,-0.5,4.51336431503296,12.2451934814453,-8.67301559448242,0.9959023,0.04116795,-0.1328009
"7.609 sec",-0.09979973,0.0213445,2.776445,-0.5,4.51235866546631,12.2459049224854,-8.67312145233154,0.9954022,0.04052576,-0.1322841
"7.61 sec",-0.1012672,0.0216074,2.736638,-0.5,4.51135444641113,12.2466154098511,-8.67323207855225,0.994902,0.03989303,-0.1317197
"7.611 sec",-0.1036998,0.02207581,2.672946,-0.5,4.51035118103027,12.2473239898682,-8.67334651947021,0.9944018,0.03927113,-0.131117
"7.612 sec",-0.1061604,0.02254792,2.611494,-0.5,4.50934934616089,12.2480306625366,-8.67346477508545,0.9939016,0.03866204,-0.1304885
"7.613 sec",-0.1086223,0.02301801,2.552799,-0.5,4.50834846496582,12.2487373352051,-8.67358589172363,0.9934015,0.03806785,-0.129847
"7.614 sec",-0.1110991,0.02348895,2.49638,-0.5,4.50734901428223,12.2494411468506,-8.67371082305908,0.9929013,0.03749032,-0.1292038
"7.615 sec",-0.113558,0.02395378,2.442807,-0.5,4.50635051727295,12.2501449584961,-8.67383766174316,0.9924011,0.036931,-0.1285692
"7.616 sec",-0.116013,0.02441549,2.39159,-0.5,4.50535345077515,12.250846862793,-8.6739673614502,0.9919009,0.03639116,-0.1279521
"7.617 sec",-0.1184455,0.02487015,2.342942,-0.5,4.5043568611145,12.2515478134155,-8.67409896850586,0.9914007,0.03587187,-0.1273606
"7.618 sec",-0.1208713,0.02532114,2.296383,-0.5,4.50336170196533,12.2522468566895,-8.67423343658447,0.9909006,0.035374,-0.1268014
"7.619 sec",-0.1232515,0.02576026,2.252488,-0.5,4.50236749649048,12.2529458999634,-8.6743688583374,0.9904005,0.03489822,-0.1262808
"7.62 sec",-0.1256026,0.02619102,2.210771,-0.5,4.50137424468994,12.2536430358887,-8.67450618743896,0.9899004,0.03444503,-0.1258039
"7.621 sec",-0.1279025,0.02660885,2.171452,-0.5,4.50038194656372,12.2543392181396,-8.67464447021484,0.9894003,0.03401478,-0.1253749
"7.622 sec",-0.1301489,0.02701331,2.134399,-0.5,4.49939060211182,12.2550344467163,-8.67478370666504,0.9889002,0.03360766,-0.1249974
"7.623 sec",-0.1323615,0.02740858,2.09914,-0.5,4.49840021133423,12.2557287216187,-8.67492485046387,0.9884001,0.03322373,-0.1246744
"7.624 sec",-0.1344941,0.02778509,2.066263,-0.5,4.49741077423096,12.2564220428467,-8.6750659942627,0.9879,0.03286291,-0.1244079
"7.625 sec",-0.1365441,0.02814236,2.035639,-0.5,4.49642181396484,12.2571144104004,-8.67520713806152,0.9874,0.03252505,-0.1241997
"7.626 sec",-0.1385341,0.02848519,2.006788,-0.5,4.49543428421021,12.2578048706055,-8.67534923553467,0.9869,0.03220984,-0.1240506
"7.627 sec",-0.1404631,0.02881351,1.979607,-0.5,4.49444723129272,12.2584953308105,-8.67549228668213,0.9863999,0.0319169,-0.1239612
"7.628 sec",-0.1422804,0.02911682,1.954689,-0.5,4.49346160888672,12.2591848373413,-8.67563438415527,0.9858999,0.03164576,-0.1239315
"7.629 sec",-0.1440362,0.0294057,1.931219,-0.5,4.49247646331787,12.2598724365234,-8.67577743530273,0.9854,0.03139589,-0.1239609
"7.63 sec",-0.1456786,0.02966946,1.909791,-0.5,4.49149179458618,12.2605600357056,-8.67591953277588,0.9848999,0.03116665,-0.1240487
"7.631 sec",-0.1472341,0.02991374,1.889949,-0.5,4.49050855636597,12.2612466812134,-8.67606163024902,0.9844,0.03095738,-0.1241936
"7.632 sec",-0.1487036,0.03013886,1.871597,-0.5,4.48952579498291,12.2619323730469,-8.67620372772217,0.9839,0.03076734,-0.124394
"7.633 sec",-0.1500606,0.03033944,1.854984,-0.5,4.48854398727417,12.2626171112061,-8.676344871521,0.9834,0.03059575,-0.124648
"7.634 sec",-0.1513063,0.03051593,1.840011,-0.5,4.48756265640259,12.2633008956909,-8.67648506164551,0.9829,0.03044178,-0.1249534
"7.635 sec",-0.1524721,0.03067485,1.826233,-0.5,4.48658275604248,12.2639837265015,-8.67662525177002,0.9824001,0.03030457,-0.1253077
"7.636 sec",-0.1535306,0.03081077,1.81392,-0.5,4.48560285568237,12.2646656036377,-8.67676448822021,0.9819001,0.03018323,-0.1257084
"7.637 sec",-0.1545146,0.03093047,1.80264,-0.5,4.48462438583374,12.2653474807739,-8.67690372467041,0.9814001,0.03007686,-0.1261526
"7.638 sec",-0.1553666,0.03102242,1.793011,-0.5,4.48364639282227,12.2660274505615,-8.67704105377197,0.9809002,0.02998453,-0.1266373
"7.639 sec",-0.1561508,0.03109978,1.784256,-0.5,4.48266935348511,12.2667074203491,-8.67717838287354,0.9804001,0.02990532,-0.1271595
"7.64 sec",-0.1568404,0.03115728,1.77665,-0.5,4.48169326782227,12.2673854827881,-8.67731475830078,0.9799002,0.02983829,-0.127716
"7.641 sec",-0.1574078,0.03118944,1.770473,-0.5,4.48071765899658,12.2680635452271,-8.67744922637939,0.9794002,0.02978252,-0.1283037
"7.642 sec",-0.1579205,0.03121006,1.764945,-0.5,4.47974300384521,12.2687406539917,-8.67758369445801,0.9789003,0.02973707,-0.1289191
"7.643 sec",-0.1583191,0.03120725,1.760711,-0.5,4.47876930236816,12.269416809082,-8.67771625518799,0.9784002,0.02970103,-0.1295591
"7.644 sec",-0.1586405,0.03118862,1.757345,-0.5,4.47779607772827,12.270092010498,-8.67784786224365,0.9779003,0.02967349,-0.1302204
"7.645 sec",-0.1589201,0.03116132,1.75445,-0.5,4.4768238067627,12.2707662582397,-8.67797946929932,0.9774002,0.02965356,-0.1308995
"7.646 sec",-0.1590981,0.03111355,1.752674,-0.5,4.47585248947144,12.2714395523071,-8.67810916900635,0.9769003,0.02964039,-0.1315934
"7.647 sec",-0.1591795,0.03104643,1.751954,-0.5,4.47488164901733,12.2721128463745,-8.67823696136475,0.9764003,0.02963314,-0.1322989
"7.648 sec",-0.1592314,0.03097341,1.751557,-0.5,4.47391176223755,12.2727842330933,-8.67836475372314,0.9759003,0.029631,-0.1330129
"7.649 sec",-0.1592312,0.03089004,1.751729,-0.5,4.47294282913208,12.273455619812,-8.67849159240723,0.9754003,0.02963318,-0.1337324
"7.65 sec",-0.1591464,0.03079005,1.752823,-0.5,4.47197484970093,12.2741250991821,-8.67861652374268,0.9749002,0.02963896,-0.1344545
"7.651 sec",-0.1590156,0.03068115,1.75442,-0.5,4.47100734710693,12.2747945785522,-8.67874050140381,0.9744003,0.0296476,-0.1351765
"7.652 sec",-0.1588378,0.03056319,1.756535,-0.5,4.47004079818726,12.275463104248,-8.67886352539062,0.9739003,0.02965845,-0.1358958
"7.653 sec",-0.1586218,0.03043799,1.759074,-0.5,4.46907520294189,12.2761306762695,-8.67898559570312,0.9734002,0.02967085,-0.1366099
"7.654 sec",-0.1583378,0.03029979,1.76237,-0.5,4.46811008453369,12.2767972946167,-8.67910575866699,0.9729003,0.02968421,-0.1373163
"7.655 sec",-0.1580534,0.03016184,1.765682,-0.5,4.46714639663696,12.2774629592896,-8.67922592163086,0.9724002,0.02969797,-0.1380129
"7.656 sec",-0.1577077,0.03001235,1.769688,-0.5,4.46618318557739,12.2781276702881,-8.67934417724609,0.9719002,0.02971159,-0.1386975
"7.657 sec",-0.1573359,0.02985822,1.774002,-0.5,4.46522092819214,12.2787914276123,-8.67946147918701,0.9714003,0.02972459,-0.1393684
"7.658 sec",-0.1569409,0.02970002,1.778597,-0.5,4.46425914764404,12.2794542312622,-8.67957782745361,0.9709002,0.02973652,-0.1400237
"7.659 sec",-0.1565249,0.02953827,1.783452,-0.5,4.46329879760742,12.2801160812378,-8.6796932220459,0.9704002,0.02974697,-0.1406618
"7.66 sec",-0.1560905,0.02937346,1.788542,-0.5,4.46233892440796,12.2807779312134,-8.67980766296387,0.9699003,0.02975555,-0.1412812
"7.661 sec",-0.1556396,0.02920596,1.79385,-0.5,4.46138048171997,12.2814378738403,-8.67992115020752,0.9694002,0.02976193,-0.1418806
"7.662 sec",-0.1551737,0.02903614,1.799359,-0.5,4.46042251586914,12.282096862793,-8.68003368377686,0.9689002,0.02976581,-0.142459
"7.663 sec",-0.1546952,0.02886445,1.805047,-0.5,4.45946550369263,12.2827558517456,-8.68014526367188,0.9684002,0.02976692,-0.1430151
"7.664 sec",-0.1542055,0.02869118,1.810901,-0.5,4.45850944519043,12.2834129333496,-8.68025588989258,0.9679002,0.02976502,-0.1435484
"7.665 sec",-0.1537062,0.02851663,1.816904,-0.5,4.45755434036255,12.2840690612793,-8.68036556243896,0.9674002,0.02975991,-0.1440578
"7.666 sec",-0.1531988,0.02834115,1.823042,-0.5,4.45660018920898,12.284725189209,-8.68047428131104,0.9669002,0.02975141,-0.144543
"7.667 sec",-0.1526844,0.0281649,1.829303,-0.5,4.45564651489258,12.28537940979,-8.68058204650879,0.9664002,0.02973937,-0.1450033
"7.668 sec",-0.1521932,0.02799358,1.835329,-0.5,4.45469427108765,12.2860326766968,-8.68068981170654,0.9659002,0.02972367,-0.1454384
"7.669 sec",-0.1516958,0.02782163,1.841469,-0.5,4.45374298095703,12.2866849899292,-8.68079662322998,0.9654002,0.02970422,-0.145848
"7.67 sec",-0.1511927,0.0276492,1.847717,-0.5,4.45279216766357,12.2873373031616,-8.6809024810791,0.9649003,0.02968094,-0.1462321
"7.671 sec",-0.1506853,0.02747652,1.854059,-0.5,4.45184278488159,12.2879877090454,-8.68100738525391,0.9644002,0.0296538,-0.1465905
"7.672 sec",-0.1501746,0.02730381,1.860484,-0.5,4.45089435577393,12.2886371612549,-8.68111133575439,0.9639003,0.02962277,-0.1469235
"7.673 sec",-0.1496893,0.02713633,1.866639,-0.5,4.44994640350342,12.28928565979,-8.68121528625488,0.9634002,0.02958782,-0.147231
"7.674 sec",-0.1492003,0.02696872,1.87288,-0.5,4.44899988174438,12.2899332046509,-8.68131828308105,0.9629003,0.02954898,-0.1475133
"7.675 sec",-0.1487363,0.02680622,1.878847,-0.5,4.44805431365967,12.2905797958374,-8.68142127990723,0.9624003,0.02950627,-0.1477706
"7.676 sec",-0.1482682,0.02664349,1.884904,-0.5,4.44710969924927,12.2912254333496,-8.68152332305908,0.9619003,0.02945973,-0.1480034
"7.677 sec",-0.147824,0.02648562,1.890695,-0.5,4.44616556167603,12.2918701171875,-8.68162536621094,0.9614003,0.02940943,-0.1482122
"7.678 sec",-0.1473755,0.02632748,1.896575,-0.5,4.44522285461426,12.2925138473511,-8.68172645568848,0.9609003,0.02935543,-0.1483974
"7.679 sec",-0.1469233,0.02616917,1.902538,-0.5,4.44428110122681,12.2931566238403,-8.6818265914917,0.9604003,0.02929782,-0.1485596
"7.68 sec",-0.1464954,0.02601572,1.908225,-0.5,4.44334030151367,12.293797492981,-8.68192672729492,0.9599003,0.02923669,-0.1486994
"7.681 sec",-0.1460899,0.02586679,1.913651,-0.5,4.44240045547485,12.2944383621216,-8.68202686309814,0.9594003,0.02917213,-0.1488173
"7.682 sec",-0.1456794,0.0257174,1.919173,-0.5,4.44146203994751,12.2950773239136,-8.68212604522705,0.9589003,0.02910425,-0.1489141
"7.683 sec",-0.1452909,0.02557241,1.924437,-0.5,4.44052410125732,12.2957162857056,-8.68222522735596,0.9584003,0.02903316,-0.1489905
"7.684 sec",-0.1449231,0.02543151,1.929456,-0.5,4.43958759307861,12.2963533401489,-8.68232440948486,0.9579003,0.02895899,-0.1490471
"7.685 sec",-0.1445488,0.0252899,1.934584,-0.5,4.43865156173706,12.296989440918,-8.68242263793945,0.9574003,0.02888185,-0.1490849
"7.686 sec",-0.1441949,0.02515228,1.939468,-0.5,4.43771696090698,12.2976245880127,-8.68252086639404,0.9569003,0.02880189,-0.1491044
"7.687 sec",-0.14386,0.02501842,1.94412,-0.5,4.43678331375122,12.2982587814331,-8.68261909484863,0.9564003,0.02871922,-0.1491066
"7.688 sec",-0.1435176,0.0248836,1.948894,-0.5,4.43585062026978,12.2988920211792,-8.68271636962891,0.9559003,0.02863399,-0.1490921
"7.689 sec",-0.1431938,0.02475242,1.953439,-0.5,4.43491888046265,12.299524307251,-8.68281364440918,0.9554003,0.02854633,-0.1490619
"7.69 sec",-0.1429133,0.02462917,1.957415,-0.5,4.43398809432983,12.3001556396484,-8.68291187286377,0.9549003,0.02845635,-0.1490166
"7.691 sec",-0.1426224,0.02450444,1.961547,-0.5,4.43305826187134,12.3007850646973,-8.68300914764404,0.9544003,0.02836422,-0.1489571
"7.692 sec",-0.1423221,0.02437838,1.965825,-0.5,4.43212985992432,12.3014144897461,-8.68310546875,0.9539003,0.02827007,-0.1488842
"7.693 sec",-0.1420633,0.02425984,1.969549,-0.5,4.43120241165161,12.3020420074463,-8.68320274353027,0.9534003,0.02817402,-0.1487987
"7.694 sec",-0.1418187,0.02414403,1.973091,-0.5,4.43027591705322,12.3026685714722,-8.68330001831055,0.9529003,0.02807622,-0.1487013
"7.695 sec",-0.1415626,0.02402652,1.976803,-0.5,4.42935037612915,12.3032941818237,-8.6833963394165,0.9524003,0.02797678,-0.1485929
"7.696 sec",-0.1413452,0.02391595,1.979989,-0.5,4.42842578887939,12.303918838501,-8.68349361419678,0.9519003,0.02787585,-0.1484743
"7.697 sec",-0.1411149,0.02380339,1.983366,-0.5,4.42750215530396,12.3045425415039,-8.68358993530273,0.9514003,0.02777356,-0.1483461
"7.698 sec",-0.1409219,0.02369746,1.986231,-0.5,4.42657995223999,12.3051652908325,-8.68368721008301,0.9509003,0.02767002,-0.1482091
"7.699 sec",-0.1407148,0.02358935,1.989301,-0.5,4.42565870285034,12.3057861328125,-8.68378353118896,0.9504003,0.02756535,-0.148064
"7.7 sec",-0.2354822,0.03984005,1.195928,-0.5,4.42473793029785,12.3064069747925,-8.68387985229492,0.9499003,0.02745969,-0.1479116
"7.701 sec",-0.2355021,0.03972017,1.195928,-0.5,4.42381858825684,12.3070259094238,-8.68397617340088,0.9494002,0.02737988,-0.147908
"7.702 sec",-0.235522,0.03960029,1.195928,-0.5,4.42289972305298,12.3076448440552,-8.68406772613525,0.9489003,0.02734861,-0.1481859
"7.703 sec",-0.2355417,0.03948038,1.195928,-0.5,4.42198181152344,12.3082628250122,-8.68415546417236,0.9484003,0.02736012,-0.1487137
"7.704 sec",-0.2355614,0.03936047,1.195928,-0.5,4.42106437683105,12.3088808059692,-8.68423938751221,0.9479002,0.02740916,-0.1494621
"7.705 sec",-0.2355811,0.03924054,1.195928,-0.5,4.42014741897583,12.3094968795776,-8.6843204498291,0.9474002,0.02749097,-0.1504046
"7.706 sec",-0.2356007,0.03912061,1.195928,-0.5,4.41923093795776,12.310112953186,-8.68439674377441,0.9469002,0.0276012,-0.1515168
"7.707 sec",-0.2356202,0.03900065,1.195928,-0.5,4.41831541061401,12.3107290267944,-8.68446922302246,0.9464001,0.02773591,-0.1527766
"7.708 sec",-0.2356396,0.03888067,1.195928,-0.5,4.41740036010742,12.3113431930542,-8.68453693389893,0.9459,0.02789152,-0.1541637
"7.709 sec",-0.2356591,0.03876068,1.195928,-0.5,4.41648578643799,12.311957359314,-8.68460178375244,0.9453999,0.02806479,-0.1556597
"7.71 sec",-0.2356784,0.03864067,1.195928,-0.5,4.41557216644287,12.3125715255737,-8.68466281890869,0.9448997,0.02825278,-0.1572479
"7.711 sec",-0.2356977,0.03852063,1.195928,-0.5,4.41465950012207,12.3131837844849,-8.68471908569336,0.9443995,0.02845285,-0.1589132
"7.712 sec",-0.2357169,0.03840059,1.195928,-0.5,4.41374683380127,12.313796043396,-8.68477249145508,0.9438994,0.0286626,-0.1606416
"7.713 sec",-0.2357361,0.03828054,1.195928,-0.5,4.41283512115479,12.3144073486328,-8.68482112884521,0.9433992,0.02887988,-0.1624209
"7.714 sec",-0.2357552,0.03816048,1.195928,-0.5,4.41192436218262,12.3150177001953,-8.68486595153809,0.942899,0.02910276,-0.1642398
"7.715 sec",-0.2357743,0.0380404,1.195928,-0.5,4.41101408004761,12.3156280517578,-8.68490791320801,0.9423988,0.02932951,-0.1660881
"7.716 sec",-0.2357933,0.03792031,1.195928,-0.5,4.41010427474976,12.316237449646,-8.68494510650635,0.9418986,0.02955857,-0.1679567
"7.717 sec",-0.2358122,0.0378002,1.195928,-0.5,4.40919542312622,12.3168458938599,-8.68497848510742,0.9413983,0.02978856,-0.1698375
"7.718 sec",-0.2358311,0.03768008,1.195928,-0.5,4.40828704833984,12.3174533843994,-8.68500709533691,0.9408981,0.03001825,-0.1717231
"7.719 sec",-0.2358499,0.03755995,1.195928,-0.5,4.40737962722778,12.318060874939,-8.68503284454346,0.9403979,0.03024654,-0.173607
"7.72 sec",-0.2297984,0.03644058,1.226939,-0.5,4.40647268295288,12.3186664581299,-8.68505477905273,0.9398977,0.03047249,-0.1754834
"7.721 sec",-0.2132679,0.03362276,1.320524,-0.5,4.40556669235229,12.3192720413208,-8.68507194519043,0.9393975,0.03069359,-0.1773372
"7.722 sec",-0.1994979,0.03128675,1.41044,-0.5,4.40466165542603,12.3198766708374,-8.68508625030518,0.9388973,0.03090333,-0.1791283
"7.723 sec",-0.1879041,0.02932568,1.496457,-0.5,4.40375709533691,12.3204803466797,-8.68509674072266,0.938397,0.03109406,-0.1808095
"7.724 sec",-0.1780997,0.02766917,1.578013,-0.5,4.40285396575928,12.321084022522,-8.6851053237915,0.9378969,0.03126043,-0.1823466
"7.725 sec",-0.169679,0.02624681,1.655643,-0.5,4.4019513130188,12.3216857910156,-8.6851110458374,0.9373968,0.03139888,-0.1837163
"7.726 sec",-0.1624096,0.02501775,1.729184,-0.5,4.40104961395264,12.322286605835,-8.68511486053467,0.9368967,0.03150718,-0.1849035
"7.727 sec",-0.156081,0.0239458,1.798828,-0.5,4.40014934539795,12.32288646698,-8.6851167678833,0.9363967,0.03158413,-0.1858991
"7.728 sec",-0.1505581,0.02300753,1.864428,-0.5,4.39925003051758,12.3234844207764,-8.68511772155762,0.9358966,0.03162934,-0.1866994
"7.729 sec",-0.1457069,0.02218021,1.926188,-0.5,4.39835214614868,12.3240823745728,-8.68511772155762,0.9353966,0.03164304,-0.1873042
"7.73 sec",-0.1414209,0.02144594,1.984306,-0.5,4.3974552154541,12.3246784210205,-8.6851167678833,0.9348966,0.0316259,-0.1877165
"7.731 sec",-0.1376384,0.02079399,2.038632,-0.5,4.396559715271,12.3252725601196,-8.68511581420898,0.9343966,0.03157897,-0.1879414
"7.732 sec",-0.1342858,0.02021213,2.089367,-0.5,4.39566564559937,12.3258657455444,-8.68511486053467,0.9338966,0.03150355,-0.187986
"7.733 sec",-0.1313242,0.01969355,2.136365,-0.5,4.39477252960205,12.3264579772949,-8.68511486053467,0.9333966,0.03140111,-0.1878585
"7.734 sec",-0.1286801,0.01922639,2.180174,-0.5,4.39388132095337,12.3270483016968,-8.68511486053467,0.9328966,0.03127327,-0.187568
