Time,Roll,Pitch,Data,Yaw,x,y,z,roll,pitch,yaw
"0.043 sec",0.07054915,-0.07379648,2.776444,0.5,0.000199706671992317,0.000201173897949047,-7.00360727310181,0.02120996,-0.052283,0.0508642
"0.044 sec",0.07051229,-0.07383168,2.776445,0.5,0.00021501629089471,0.00021664347150363,-7.00377988815308,0.02170959,-0.05315551,0.05168092
"0.045 sec",0.07047542,-0.07386686,2.776444,0.5,0.000231046709814109,0.000232845937716775,-7.00395727157593,0.02220925,-0.05399865,0.05246786
"0.046 sec",0.07043854,-0.07390203,2.776445,0.5,0.000247808959102258,0.000249792821705341,-7.00413846969604,0.02270893,-0.05481305,0.05322566
"0.047 sec",0.07040165,-0.07393719,2.776444,0.5,0.000265313661657274,0.000267495284788311,-7.00432348251343,0.02320863,-0.05559937,0.05395499
"0.048 sec",0.07036471,-0.07397231,2.776444,0.5,0.000283571076579392,0.000285964022623375,-7.00451231002808,0.02370836,-0.05635825,0.05465654
"0.049 sec",0.07032777,-0.07400743,2.776444,0.5,0.000302591070067137,0.000305209425278008,-7.00470590591431,0.02420811,-0.05709039,0.05533101
"0.05 sec",0.07029082,-0.07404253,2.776444,0.5,0.00032238315907307,0.000325241446262226,-7.00490283966064,0.02470787,-0.05779649,0.0559791
"0.051 sec",0.07025383,-0.07407761,2.776445,0.5,0.00034295636578463,0.000346069689840078,-7.00510406494141,0.02520766,-0.05847724,0.05660154
"0.052 sec",0.07021683,-0.07411268,2.776445,0.5,0.000364319537766278,0.000367703381925821,-7.00530958175659,0.02570746,-0.05913335,0.05719903
"0.053 sec",0.07017982,-0.07414773,2.776445,0.5,0.000386481086025015,0.000390151457395405,-7.00551891326904,0.02620727,-0.05976553,0.05777231
"0.054 sec",0.07014278,-0.07418276,2.776445,0.5,0.000409449159633368,0.000413422501878813,-7.00573205947876,0.0267071,-0.06037448,0.05832208
"0.055 sec",0.07010572,-0.07421777,2.776445,0.5,0.00043323144200258,0.000437524722656235,-7.0059494972229,0.02720695,-0.06096091,0.05884906
"0.056 sec",0.07006865,-0.07425277,2.776445,0.5,0.000457835471024737,0.000462466035969555,-7.00617074966431,0.0277068,-0.06152553,0.05935396
"0.057 sec",0.07003155,-0.07428774,2.776445,0.5,0.000483268464449793,0.000488254183437675,-7.00639629364014,0.02820667,-0.06206901,0.05983748
"0.058 sec",0.06999446,-0.07432271,2.776445,0.5,0.000509537232574075,0.000514896353706717,-7.00662565231323,0.02870655,-0.06259204,0.0603003
"0.059 sec",0.06995732,-0.07435764,2.776445,0.5,0.000536648323759437,0.000542399648111314,-7.00685882568359,0.02920644,-0.0630953,0.06074312
"0.06 sec",0.06992018,-0.07439256,2.776445,0.5,0.000564608140848577,0.000570770760532469,-7.00709629058838,0.02970634,-0.06357946,0.0611666
"0.061 sec",0.06988301,-0.07442747,2.776445,0.5,0.000593422679230571,0.000600016268435866,-7.00733757019043,0.03020624,-0.06404515,0.06157139
"0.062 sec",0.06984583,-0.07446235,2.776445,0.5,0.000623097876086831,0.000630142341833562,-7.0075831413269,0.03070616,-0.06449305,0.06195816
"0.063 sec",0.06980864,-0.07449723,2.776445,0.5,0.000653639202937484,0.000661154976114631,-7.00783252716064,0.03120608,-0.06492374,0.06232752
"0.064 sec",0.06977142,-0.07453207,2.776445,0.5,0.000685051898472011,0.000693059875629842,-7.00808620452881,0.03170601,-0.06533787,0.0626801
"0.065 sec",0.06973418,-0.0745669,2.776445,0.5,0.000717341259587556,0.000725862570106983,-7.00834369659424,0.03220594,-0.06573602,0.0630165
"0.066 sec",0.06969693,-0.07460172,2.776445,0.5,0.000750512117519975,0.000759568414650857,-7.00860548019409,0.03270588,-0.06611878,0.0633373
"0.067 sec",0.06965966,-0.07463651,2.776445,0.5,0.000784569012466818,0.000794182298704982,-7.00887107849121,0.03320583,-0.06648673,0.06364309
"0.068 sec",0.06962238,-0.07467129,2.776444,0.5,0.000819516542833298,0.000829709111712873,-7.0091404914856,0.03370578,-0.06684041,0.06393442
"0.069 sec",0.06958506,-0.07470605,2.776445,0.5,0.000855358899571002,0.000866153568495065,-7.0094141960144,0.03420573,-0.06718037,0.06421183
"0.07 sec",0.06954774,-0.07474079,2.776445,0.5,0.000892100273631513,0.000903520151041448,-7.00969171524048,0.03470569,-0.06750713,0.06447586
"0.071 sec",0.06951039,-0.0747755,2.776445,0.5,0.000929744564928114,0.000941812992095947,-7.00997304916382,0.03520566,-0.0678212,0.06472701
"0.072 sec",0.06947304,-0.07481021,2.776445,0.5,0.000968295440543443,0.000981036224402487,-7.01025867462158,0.03570563,-0.06812307,0.06496578
"0.073 sec",0.06943566,-0.07484489,2.776445,0.5,0.00100775645114481,0.00102119380608201,-7.01054859161377,0.03620559,-0.06841324,0.06519265
"0.074 sec",0.06939827,-0.07487956,2.776445,0.5,0.00104813114739954,0.00106228934600949,-7.01084184646606,0.03670556,-0.06869214,0.06540809
"0.075 sec",0.06936085,-0.0749142,2.776445,0.5,0.00108942261431366,0.00110432668589056,-7.01113986968994,0.03720554,-0.06896025,0.06561255
"0.076 sec",0.06932343,-0.07494882,2.776444,0.5,0.00113163411151618,0.00114730896893889,-7.01144123077393,0.03770552,-0.06921799,0.06580647
"0.077 sec",0.06928598,-0.07498345,2.776445,0.5,0.00117476854939014,0.00119123957119882,-7.01174688339233,0.0382055,-0.06946579,0.06599028
"0.078 sec",0.06924852,-0.07501803,2.776444,0.5,0.00121882872190326,0.00123612163588405,-7.01205682754517,0.03870548,-0.06970404,0.06616437
"0.079 sec",0.06921104,-0.0750526,2.776445,0.5,0.00126381753943861,0.00128195830620825,-7.01237058639526,0.03920547,-0.06993315,0.06632914
"0.08 sec",0.06917354,-0.07508715,2.776444,0.5,0.0013097373303026,0.00132875214330852,-7.01268815994263,0.03970545,-0.07015348,0.06648498
"0.081 sec",0.06913602,-0.07512169,2.776445,0.5,0.00135659065563232,0.00137650617398322,-7.01300954818726,0.04020544,-0.07036541,0.06663225
"0.082 sec",0.06909849,-0.0751562,2.776444,0.5,0.00140437996014953,0.00142522295936942,-7.01333522796631,0.04070543,-0.07056929,0.06677131
"0.083 sec",0.06906094,-0.0751907,2.776445,0.5,0.00145310733933002,0.00147490482777357,-7.01366519927979,0.04120542,-0.07076546,0.06690248
"0.084 sec",0.06902337,-0.07522517,2.776444,0.5,0.00150277512148023,0.00152555434033275,-7.01399898529053,0.04170541,-0.07095423,0.06702612
"0.085 sec",0.06898578,-0.07525964,2.776445,0.5,0.0015533851692453,0.00157717382535338,-7.01433658599854,0.0422054,-0.07113595,0.06714252
"0.086 sec",0.06894819,-0.07529408,2.776444,0.5,0.00160493957810104,0.00162976526189595,-7.01467847824097,0.04270539,-0.07131088,0.06725201
"0.087 sec",0.06891055,-0.0753285,2.776445,0.5,0.00165743997786194,0.00168333097826689,-7.01502418518066,0.04320538,-0.07147934,0.06735487
"0.088 sec",0.06887293,-0.07536291,2.776444,0.5,0.00171088834758848,0.00173787283711135,-7.01537370681763,0.04370538,-0.0716416,0.06745137
"0.089 sec",0.06883527,-0.07539728,2.776445,0.5,0.00176528643351048,0.0017933928174898,-7.01572751998901,0.04420538,-0.07179793,0.06754179
"0.09 sec",0.0687976,-0.07543165,2.776445,0.5,0.00182063563261181,0.00184989266563207,-7.01608514785767,0.04470537,-0.0719486,0.0676264
"0.091 sec",0.06875992,-0.07546599,2.776444,0.5,0.00187693769112229,0.0019073742441833,-7.01644706726074,0.04520537,-0.07209383,0.06770544
"0.092 sec",0.0687222,-0.07550031,2.776445,0.5,0.00193419377319515,0.00196583895012736,-7.01681280136108,0.04570536,-0.07223389,0.06777916
"0.093 sec",0.06868448,-0.07553463,2.776444,0.5,0.00199240539222956,0.00202528852969408,-7.01718235015869,0.04620536,-0.07236899,0.06784779
"0.094 sec",0.06864674,-0.07556892,2.776445,0.5,0.00205157417804003,0.0020857248455286,-7.01755619049072,0.04670536,-0.07249935,0.06791154
"0.095 sec",0.06860899,-0.07560319,2.776444,0.5,0.00211170106194913,0.00214714859612286,-7.01793384552002,0.04720536,-0.07262519,0.06797063
"0.096 sec",0.06857122,-0.07563744,2.776445,0.5,0.00217278720811009,0.00220956187695265,-7.01831579208374,0.04770536,-0.07274671,0.06802526
"0.097 sec",0.06853342,-0.07567167,2.776444,0.5,0.00223483401350677,0.00227296561934054,-7.01870155334473,0.04820536,-0.07286409,0.06807563
"0.098 sec",0.06849562,-0.07570589,2.776444,0.5,0.00229784217663109,0.00233736098743975,-7.01909160614014,0.04870535,-0.07297754,0.06812193
"0.099 sec",0.06845779,-0.07574008,2.776445,0.5,0.00236181309446692,0.00240274961106479,-7.01948499679565,0.04920536,-0.07308722,0.06816435
"0.1 sec",0.1593926,-0.1785347,1.195928,0.5,0.00242674769833684,0.00246913218870759,-7.01988315582275,0.04970535,-0.07319331,0.06820304
"0.101 sec",0.1593038,-0.1786137,1.195928,0.5,0.00249247788451612,0.00253633549436927,-7.02028226852417,0.05020535,-0.07346418,0.06838705
"0.102 sec",0.159215,-0.1786928,1.195928,0.5,0.00255865952931345,0.00260400492697954,-7.02067852020264,0.05070527,-0.07404289,0.06884268
"0.103 sec",0.1591261,-0.1787717,1.195928,0.5,0.00262526189908385,0.00267210835590959,-7.02107048034668,0.05120506,-0.07489406,0.06953815
"0.104 sec",0.1590373,-0.1788506,1.195928,0.5,0.00269228895194829,0.00274064973928034,-7.02145862579346,0.05170467,-0.07598531,0.07044445
"0.105 sec",0.1589484,-0.1789294,1.195928,0.5,0.00275974650867283,0.00280963466502726,-7.02184343338013,0.05220408,-0.07728703,0.07153507
"0.106 sec",0.1588596,-0.1790081,1.195928,0.5,0.00282764155417681,0.00287907081656158,-7.02222394943237,0.05270326,-0.07877222,0.07278589
"0.107 sec",0.1587707,-0.1790867,1.195928,0.5,0.00289598270319402,0.00294896587729454,-7.02260065078735,0.05320223,-0.08041622,0.0741749
"0.108 sec",0.1586818,-0.1791653,1.195928,0.5,0.00296477857045829,0.00301932916045189,-7.02297353744507,0.05370099,-0.08219656,0.07568212
"0.109 sec",0.158593,-0.1792438,1.195928,0.5,0.0030340391676873,0.00309016997925937,-7.02334213256836,0.05419955,-0.08409284,0.07728937
"0.11 sec",0.1585041,-0.1793222,1.195928,0.5,0.00310377450659871,0.0031614990439266,-7.02370738983154,0.05469795,-0.08608648,0.07898017
"0.111 sec",0.1584152,-0.1794005,1.195928,0.5,0.00317399622872472,0.00323332729749382,-7.0240683555603,0.05519619,-0.08816065,0.0807396
"0.112 sec",0.1583263,-0.1794788,1.195928,0.5,0.00324471504427493,0.00330566614866257,-7.02442598342896,0.0556943,-0.09030009,0.08255416
"0.113 sec",0.1582374,-0.179557,1.195928,0.5,0.00331594329327345,0.00337852723896503,-7.02477931976318,0.0561923,-0.09249104,0.08441166
"0.114 sec",0.1581484,-0.1796352,1.195928,0.5,0.00338769238442183,0.00345192244276404,-7.02512884140015,0.05669022,-0.09472103,0.08630113
"0.115 sec",0.1580594,-0.1797133,1.195928,0.5,0.00345997489057481,0.00352586433291435,-7.02547454833984,0.05718808,-0.0969789,0.0882127
"0.116 sec",0.1579705,-0.1797913,1.195928,0.5,0.00353280338458717,0.00360036501660943,-7.02581644058228,0.0576859,-0.09925456,0.09013751
"0.117 sec",0.1578814,-0.1798693,1.195928,0.5,0.00360618974082172,0.00367543706670403,-7.02615451812744,0.05818369,-0.101539,0.09206766
"0.118 sec",0.1577923,-0.1799473,1.195928,0.5,0.00368014653213322,0.00375109305605292,-7.02648878097534,0.05868148,-0.1038242,0.09399607
"0.119 sec",0.1577032,-0.1800252,1.195928,0.5,0.00375468656420708,0.00382734555751085,-7.02681875228882,0.05917928,-0.1061029,0.09591646
"0.12 sec",0.1576141,-0.180103,1.195928,0.5,0.00382982194423676,0.00390420714393258,-7.02714490890503,0.05967709,-0.1083689,0.09782329
"0.121 sec",0.1575249,-0.1801809,1.195928,0.5,0.00390556477941573,0.00398168992251158,-7.02746725082397,0.06017495,-0.1106164,0.09971164
"0.122 sec",0.1574356,-0.1802586,1.195928,0.5,0.00398192787542939,0.0040598064661026,-7.02778577804565,0.06067285,-0.1128406,0.1015772
"0.123 sec",0.1573463,-0.1803364,1.195928,0.5,0.004058922175318,0.00413856888189912,-7.02810049057007,0.06117079,-0.115037,0.1034162
"0.124 sec",0.157257,-0.1804141,1.195928,0.5,0.00413656048476696,0.00421798881143332,-7.02841138839722,0.06166881,-0.117202,0.1052255
"0.125 sec",0.1571676,-0.1804918,1.195928,0.5,0.00421485397964716,0.00429807882755995,-7.02871799468994,0.06216688,-0.1193323,0.1070021
"0.126 sec",0.1570781,-0.1805694,1.195928,0.5,0.00429381430149078,0.00437884964048862,-7.0290207862854,0.06266502,-0.121425,0.1087437
"0.127 sec",0.1569887,-0.180647,1.195928,0.5,0.00437345262616873,0.0044603138230741,-7.02931976318359,0.06316324,-0.1234779,0.1104483
"0.128 sec",0.1568991,-0.1807246,1.195928,0.5,0.00445378012955189,0.0045424816198647,-7.02961492538452,0.06366154,-0.125489,0.1121142
"0.129 sec",0.1568095,-0.1808021,1.195928,0.5,0.00453480705618858,0.00462536467239261,-7.02990627288818,0.06415991,-0.1274566,0.1137401
"0.13 sec",0.1567199,-0.1808796,1.195928,0.5,0.00461654365062714,0.00470897322520614,-7.03019332885742,0.06465836,-0.1293795,0.1153248
"0.131 sec",0.1566302,-0.1809571,1.195928,0.5,0.00469900108873844,0.0047933179885149,-7.03047657012939,0.06515688,-0.1312566,0.1168675
"0.132 sec",0.1565404,-0.1810345,1.195928,0.5,0.00478218821808696,0.00487840874120593,-7.0307559967041,0.06565548,-0.1330871,0.1183676
"0.133 sec",0.1564506,-0.1811119,1.195928,0.5,0.00486611574888229,0.00496425572782755,-7.03103160858154,0.06615416,-0.1348706,0.1198248
"0.134 sec",0.1563607,-0.1811893,1.195928,0.5,0.00495079206302762,0.00505086919292808,-7.03130292892456,0.06665292,-0.1366068,0.1212387
"0.135 sec",0.1562708,-0.1812666,1.195928,0.5,0.00503622693940997,0.00513825798407197,-7.03157091140747,0.06715174,-0.1382954,0.1226093
"0.136 sec",0.1561809,-0.1813439,1.195928,0.5,0.00512242922559381,0.00522643094882369,-7.03183460235596,0.06765063,-0.1399366,0.1239367
"0.137 sec",0.1560909,-0.1814211,1.195928,0.5,0.00520940683782101,0.00531539786607027,-7.03209400177002,0.0681496,-0.1415305,0.1252211
"0.138 sec",0.1560008,-0.1814984,1.195928,0.5,0.00529716862365603,0.00540516665205359,-7.03235006332397,0.06864863,-0.1430774,0.1264629
"0.139 sec",0.1559107,-0.1815756,1.195928,0.5,0.00538572249934077,0.00549574568867683,-7.03260183334351,0.06914772,-0.1445778,0.1276625
"0.14 sec",0.1558205,-0.1816527,1.195928,0.5,0.00547507638111711,0.00558714335784316,-7.03284978866577,0.06964687,-0.1460322,0.1288203
"0.141 sec",0.1557304,-0.1817298,1.195928,0.5,0.00556523771956563,0.00567936711013317,-7.03309392929077,0.07014608,-0.1474412,0.129937
"0.142 sec",0.1556401,-0.1818069,1.195928,0.5,0.00565621349960566,0.00577242486178875,-7.03333377838135,0.07064534,-0.1488056,0.1310133
"0.143 sec",0.1555498,-0.1818839,1.195928,0.5,0.00574801070615649,0.00586632406339049,-7.03356981277466,0.07114466,-0.150126,0.1320498
"0.144 sec",0.1554595,-0.1819609,1.195928,0.5,0.00584063632413745,0.00596107169985771,-7.0338020324707,0.07164402,-0.1514034,0.1330474
"0.145 sec",0.1553691,-0.1820379,1.195928,0.5,0.00593409640714526,0.00605667429044843,-7.03402996063232,0.07214343,-0.1526386,0.1340068
"0.146 sec",0.1552786,-0.1821148,1.195928,0.5,0.00602839794009924,0.00615313835442066,-7.03425455093384,0.07264289,-0.1538324,0.1349288
"0.147 sec",0.1551882,-0.1821917,1.195928,0.5,0.00612354651093483,0.00625047087669373,-7.03447484970093,0.07314238,-0.1549859,0.1358144
"0.148 sec",0.1550976,-0.1822685,1.195928,0.5,0.00621954817324877,0.00634867791086435,-7.03469085693359,0.07364191,-0.1561,0.1366645
"0.149 sec",0.155007,-0.1823453,1.195928,0.5,0.0063164085149765,0.00644776504486799,-7.03490352630615,0.07414149,-0.1571758,0.1374799
"0.15 sec",0.1549164,-0.182422,1.195928,0.5,0.0064141321927309,0.00654773786664009,-7.03511190414429,0.07464109,-0.1582141,0.1382615
"0.151 sec",0.1548258,-0.1824987,1.195928,0.5,0.00651272526010871,0.0066486019641161,-7.03531646728516,0.07514072,-0.1592161,0.1390103
"0.152 sec",0.1547351,-0.1825754,1.195928,0.5,0.00661219237372279,0.00675036292523146,-7.0355167388916,0.07564039,-0.1601827,0.1397272
"0.153 sec",0.1546443,-0.182652,1.195928,0.5,0.00671253819018602,0.00685302587226033,-7.03571319580078,0.07614008,-0.161115,0.1404132
"0.154 sec",0.1545535,-0.1827286,1.195928,0.5,0.00681376736611128,0.00695659499615431,-7.0359058380127,0.0766398,-0.1620139,0.1410691
"0.155 sec",0.1544627,-0.1828052,1.195928,0.5,0.00691588455811143,0.00706107588484883,-7.03609418869019,0.07713954,-0.1628806,0.1416959
"0.156 sec",0.1543718,-0.1828817,1.195928,0.5,0.00701889349147677,0.00716647272929549,-7.03627920150757,0.0776393,-0.1637159,0.1422945
"0.157 sec",0.1542809,-0.1829581,1.195928,0.5,0.0071227983571589,0.00727278972044587,-7.03645944595337,0.07813909,-0.164521,0.1428657
"0.158 sec",0.15419,-0.1830345,1.195928,0.5,0.00722760334610939,0.00738003104925156,-7.03663635253906,0.0786389,-0.1652968,0.1434106
"0.159 sec",0.154099,-0.1831109,1.195928,0.5,0.00733331218361855,0.00748820090666413,-7.03680896759033,0.07913872,-0.1660442,0.1439299
"0.16 sec",0.154008,-0.1831872,1.195928,0.5,0.00743992812931538,0.0075973030179739,-7.03697776794434,0.07963856,-0.1667642,0.1444245
"0.161 sec",0.1539169,-0.1832635,1.195928,0.5,0.00754745444282889,0.00770734110847116,-7.03714275360107,0.08013841,-0.1674578,0.1448953
"0.162 sec",0.1538258,-0.1833397,1.195928,0.5,0.0076558948494494,0.0078183189034462,-7.03730344772339,0.08063827,-0.1681258,0.1453431
"0.163 sec",0.1537346,-0.1834159,1.195928,0.5,0.00776525260880589,0.00793023966252804,-7.03746032714844,0.08113816,-0.1687692,0.1457686
"0.164 sec",0.1536434,-0.183492,1.195928,0.5,0.00787553004920483,0.00804310664534569,-7.03761291503906,0.08163805,-0.1693889,0.1461728
"0.165 sec",0.1535522,-0.1835681,1.195928,0.5,0.00798673089593649,0.00815692264586687,-7.03776168823242,0.08213795,-0.1699857,0.1465564
"0.166 sec",0.1534609,-0.1836441,1.195928,0.5,0.00809885654598475,0.00827169138938189,-7.03790664672852,0.08263786,-0.1705604,0.1469201
"0.167 sec",0.1533696,-0.1837201,1.195928,0.5,0.00821191165596247,0.00838741566985846,-7.03804779052734,0.08313778,-0.1711139,0.1472646
"0.168 sec",0.1532782,-0.1837961,1.195928,0.5,0.00832589715719223,0.00850409734994173,-7.03818464279175,0.08363771,-0.1716469,0.1475907
"0.169 sec",0.1531869,-0.183872,1.195928,0.5,0.00844081584364176,0.00862174015492201,-7.03831720352173,0.08413765,-0.1721603,0.1478991
"0.17 sec",0.1530955,-0.1839479,1.195928,0.5,0.0085566695779562,0.00874034594744444,-7.0384464263916,0.08463759,-0.1726548,0.1481904
"0.171 sec",0.153004,-0.1840237,1.195928,0.5,0.00867346115410328,0.00885991752147675,-7.03857135772705,0.08513754,-0.1731311,0.1484654
"0.172 sec",0.1529125,-0.1840995,1.195928,0.5,0.00879119336605072,0.00898045673966408,-7.03869247436523,0.08563749,-0.1735899,0.1487245
"0.173 sec",0.1528209,-0.1841752,1.195928,0.5,0.0089098671451211,0.00910196546465158,-7.03880929946899,0.08613746,-0.174032,0.1489686
"0.174 sec",0.1527293,-0.1842509,1.195928,0.5,0.00902948435395956,0.00922444742172956,-7.03892230987549,0.08663742,-0.1744579,0.149198
"0.175 sec",0.1526377,-0.1843265,1.195928,0.5,0.00915004778653383,0.00934790354222059,-7.03903150558472,0.08713739,-0.1748684,0.1494136
"0.176 sec",0.1525461,-0.1844021,1.195928,0.5,0.00927155837416649,0.00947233568876982,-7.03913640975952,0.08763736,-0.175264,0.1496156
"0.177 sec",0.1524544,-0.1844777,1.195928,0.5,0.0093940170481801,0.00959774665534496,-7.03923749923706,0.08813734,-0.1756454,0.1498049
"0.178 sec",0.1523626,-0.1845531,1.195928,0.5,0.00951742753386497,0.00972413644194603,-7.03933429718018,0.08863732,-0.1760131,0.1499817
"0.179 sec",0.1522709,-0.1846286,1.195928,0.5,0.0096417898312211,0.00985150877386332,-7.03942728042603,0.08913731,-0.1763676,0.1501468
"0.18 sec",0.1521791,-0.184704,1.195928,0.5,0.00976710580289364,0.00997986365109682,-7.03951644897461,0.08963729,-0.1767097,0.1503004
"0.181 sec",0.1520872,-0.1847793,1.195928,0.5,0.00989337638020515,0.0101092038676143,-7.03960180282593,0.09013729,-0.1770396,0.1504432
"0.182 sec",0.1519953,-0.1848546,1.195928,0.5,0.0100206034258008,0.0102395303547382,-7.03968286514282,0.09063728,-0.1773581,0.1505755
"0.183 sec",0.1519034,-0.1849299,1.195928,0.5,0.0101487878710032,0.0103708440437913,-7.03975963592529,0.09113728,-0.1776654,0.1506978
"0.184 sec",0.1518115,-0.1850051,1.195928,0.5,0.0102779315784574,0.0105031477287412,-7.03983306884766,0.09163727,-0.1779622,0.1508105
"0.185 sec",0.1517195,-0.1850803,1.195928,0.5,0.010408035479486,0.0106364404782653,-7.0399022102356,0.09213726,-0.1782489,0.150914
"0.186 sec",0.1516275,-0.1851554,1.195928,0.5,0.0105390995740891,0.0107707260176539,-7.03996706008911,0.09263726,-0.1785258,0.1510087
"0.187 sec",0.1515354,-0.1852304,1.195928,0.5,0.0106711266562343,0.0109060034155846,-7.04002857208252,0.09313726,-0.1787935,0.151095
"0.188 sec",0.1514433,-0.1853055,1.195928,0.5,0.0108041157945991,0.0110422754660249,-7.04008531570435,0.09363727,-0.1790523,0.1511733
"0.189 sec",0.1513511,-0.1853805,1.195928,0.5,0.0109380688518286,0.0111795421689749,-7.04013872146606,0.09413727,-0.1793026,0.1512438
"0.19 sec",0.1512589,-0.1854554,1.195928,0.5,0.011072987690568,0.0113178053870797,-7.04018783569336,0.09463727,-0.1795447,0.1513069
"0.191 sec",0.1511667,-0.1855303,1.195928,0.5,0.0112088723108172,0.0114570651203394,-7.04023313522339,0.09513727,-0.1797791,0.1513629
"0.192 sec",0.1510745,-0.1856051,1.195928,0.5,0.0113457227125764,0.0115973232313991,-7.04027414321899,0.09563728,-0.180006,0.1514122
"0.193 sec",0.1509822,-0.1856799,1.195928,0.5,0.0114835407584906,0.0117385797202587,-7.04031133651733,0.09613728,-0.1802258,0.151455
"0.194 sec",0.1508899,-0.1857546,1.195928,0.5,0.0116223264485598,0.0118808355182409,-7.04034471511841,0.09663729,-0.1804389,0.1514917
"0.195 sec",0.1507975,-0.1858293,1.195928,0.5,0.0117620816454291,0.0120240924879909,-7.04037380218506,0.09713729,-0.1806454,0.1515224
"0.196 sec",0.1507051,-0.185904,1.195928,0.5,0.0119028063490987,0.0121683515608311,-7.04039907455444,0.0976373,-0.1808458,0.1515474
"0.197 sec",0.1506127,-0.1859786,1.195928,0.5,0.0120445005595684,0.012313611805439,-7.0404200553894,0.0981373,-0.1810402,0.151567
"0.198 sec",0.1505202,-0.1860531,1.195928,0.5,0.0121871661394835,0.0124598750844598,-7.0404372215271,0.09863731,-0.1812289,0.1515815
"0.199 sec",0.1504277,-0.1861276,1.195928,0.5,0.0123308030888438,0.0126071413978934,-7.04045057296753,0.09913732,-0.1814123,0.151591
"0.2 sec",0.1503351,-0.1862021,1.195928,0.5,0.0124754114076495,0.0127554126083851,-7.04045963287354,0.09963733,-0.1815905,0.1515958
"0.201 sec",0.1502426,-0.1862765,1.195928,0.5,0.0126209920272231,0.0129046877846122,-7.04046487808228,0.1001373,-0.1817637,0.1515961
"0.202 sec",0.1501499,-0.1863508,1.195928,0.5,0.0127675458788872,0.0130549687892199,-7.04046630859375,0.1006373,-0.1819322,0.151592
"0.203 sec",0.1500573,-0.1864252,1.195928,0.5,0.0129150729626417,0.0132062546908855,-7.0404634475708,0.1011374,-0.1820963,0.1515839
"0.204 sec",0.1499646,-0.1864994,1.195928,0.5,0.0130635742098093,0.013358548283577,-7.04045677185059,0.1016374,-0.1822561,0.1515718
"0.205 sec",0.1498718,-0.1865736,1.195928,0.5,0.0132130496203899,0.013511847704649,-7.04044580459595,0.1021374,-0.1824117,0.1515559
"0.206 sec",0.1497791,-0.1866478,1.195928,0.5,0.0133634991943836,0.0136661557480693,-7.04043102264404,0.1026374,-0.1825635,0.1515365
"0.207 sec",0.1496863,-0.1867219,1.195928,0.5,0.0135149238631129,0.0138214705511928,-7.04041242599487,0.1031374,-0.1827116,0.1515136
"0.208 sec",0.1495934,-0.186796,1.195928,0.5,0.0136673236265779,0.0139777949079871,-7.04038953781128,0.1036374,-0.1828561,0.1514875
"0.209 sec",0.1495006,-0.18687,1.195928,0.5,0.0138207003474236,0.0141351269558072,-7.04036283493042,0.1041374,-0.1829972,0.1514582
"0.21 sec",0.1494076,-0.186944,1.195928,0.5,0.0139750521630049,0.0142934685572982,-7.04033184051514,0.1046374,-0.183135,0.151426
"0.211 sec",0.1493147,-0.1870179,1.195928,0.5,0.014130380935967,0.0144528187811375,-7.04029703140259,0.1051374,-0.1832698,0.1513909
"0.212 sec",0.1492217,-0.1870918,1.195928,0.5,0.0142866857349873,0.0146131804212928,-7.04025840759277,0.1056374,-0.1834016,0.151353
"0.213 sec",0.1491287,-0.1871657,1.195928,0.5,0.0144439684227109,0.014774551615119,-7.04021549224854,0.1061374,-0.1835307,0.1513126
"0.214 sec",0.1490356,-0.1872395,1.195928,0.5,0.0146022271364927,0.0149369332939386,-7.04016876220703,0.1066374,-0.1836571,0.1512697
"0.215 sec",0.1489425,-0.1873132,1.195928,0.5,0.0147614646703005,0.0151003254577518,-7.04011821746826,0.1071375,-0.1837809,0.1512245
"0.216 sec",0.1488494,-0.1873869,1.195928,0.5,0.014921679161489,0.0152647290378809,-7.04006338119507,0.1076375,-0.1839023,0.1511769
"0.217 sec",0.1487562,-0.1874605,1.195928,0.5,0.0150828715413809,0.0154301440343261,-7.04000473022461,0.1081375,-0.1840213,0.1511273
"0.218 sec",0.148663,-0.1875341,1.195928,0.5,0.0152450427412987,0.0155965713784099,-7.03994178771973,0.1086375,-0.1841382,0.1510756
"0.219 sec",0.1485698,-0.1876076,1.195928,0.5,0.0154081927612424,0.0157640110701323,-7.03987503051758,0.1091375,-0.184253,0.1510219
"0.22 sec",0.1484765,-0.1876812,1.195928,0.5,0.0155723206698895,0.0159324612468481,-7.03980445861816,0.1096375,-0.1843657,0.1509663
"0.221 sec",0.1483832,-0.1877546,1.195928,0.5,0.0157374273985624,0.0161019247025251,-7.03972959518433,0.1101375,-0.1844766,0.150909
"0.222 sec",0.1482899,-0.187828,1.195928,0.5,0.0159035138785839,0.0162724014371634,-7.03965091705322,0.1106375,-0.1845856,0.1508499
"0.223 sec",0.1481965,-0.1879014,1.195928,0.5,0.0160705782473087,0.0164438895881176,-7.03956842422485,0.1111375,-0.1846928,0.1507893
"0.224 sec",0.1481031,-0.1879747,1.195928,0.5,0.016238622367382,0.0166163928806782,-7.03948163986206,0.1116375,-0.1847985,0.150727
"0.225 sec",0.1480096,-0.1880479,1.195928,0.5,0.0164076462388039,0.0167899075895548,-7.03939056396484,0.1121375,-0.1849025,0.1506633
"0.226 sec",0.1479161,-0.1881212,1.195928,0.5,0.0165776498615742,0.0169644374400377,-7.03929615020752,0.1126376,-0.1850051,0.1505982
